"name","alpha","id","amount","type","date","origin","full","fy"
"Devan","Fallon",130,4748,"Recurring Gift",2017-01-21,"small","Devan Fallon","2017"
"Devan","Fallon",130,1181,"Cash",2012-12-22,"small","Devan Fallon","2012"
"Devan","Fallon",130,12227,"Recurring Gift",2014-10-02,"medium","Devan Fallon","2014"
"Alba","Ramsey",131,1829,"Cash",2017-07-25,"small","Alba Ramsey","2017"
"Alba","Ramsey",131,189,"Stock",2008-07-24,"small","Alba Ramsey","2008"
"Randolph","Merlyn",132,3059,"Recurring Gift",2009-06-13,"small","Randolph Merlyn","2009"
"Randolph","Merlyn",132,2233,"Recurring Gift",2011-06-21,"small","Randolph Merlyn","2011"
"Randolph","Merlyn",132,429,"Cash",2017-08-30,"small","Randolph Merlyn","2017"
"Randolph","Merlyn",132,2704,"Stock",2018-05-16,"small","Randolph Merlyn","2018"
"Emanuel","Susann",133,367,"Cash",2014-05-13,"small","Emanuel Susann","2014"
"Emanuel","Susann",133,353,"Stock",2016-11-16,"small","Emanuel Susann","2016"
"Emanuel","Susann",133,3908,"Recurring Gift",2009-11-21,"small","Emanuel Susann","2009"
"Dianne","Latonya",134,3266,"Recurring Gift",2013-10-28,"small","Dianne Latonya","2013"
"Dianne","Latonya",134,2732,"Cash",2010-01-27,"small","Dianne Latonya","2010"
"Effie","Wilbur",135,3279,"Cash",2011-02-16,"small","Effie Wilbur","2011"
"Salma","Roy",136,2526,"Stock",2018-11-26,"small","Salma Roy","2018"
"Salma","Roy",136,138,"Recurring Gift",2018-04-02,"small","Salma Roy","2018"
"Salma","Roy",136,4998,"Cash",2010-08-20,"small","Salma Roy","2010"
"Phoenix","Elmore",137,3915,"Cash",2009-01-05,"small","Phoenix Elmore","2009"
"Julius","Abigail",138,NA,NA,NA,NA,"Julius Abigail",NA
"Sister","Kayleigh",139,2699,"Cash",2017-09-12,"small","Sister Kayleigh","2017"
"Sister","Kayleigh",139,2192,"Cash",2010-03-31,"small","Sister Kayleigh","2010"
"Sister","Kayleigh",139,91159,"Stock",2016-11-04,"medium","Sister Kayleigh","2016"
"Kaylen","Arther",140,2361,"Stock",2017-01-14,"small","Kaylen Arther","2017"
"Kaylen","Arther",140,2274,"Stock",2017-09-04,"small","Kaylen Arther","2017"
"Nell","Forrest",141,1850,"Cash",2014-01-15,"small","Nell Forrest","2014"
"Nell","Forrest",141,1781,"Recurring Gift",2010-07-03,"small","Nell Forrest","2010"
"Nell","Forrest",141,3063,"Cash",2018-08-02,"small","Nell Forrest","2018"
"Nell","Forrest",141,5294,"Cash",2009-02-12,"medium","Nell Forrest","2009"
"Christal","Angelica",142,NA,NA,NA,NA,"Christal Angelica",NA
"Sol","Lida",143,1177,"Stock",2010-11-18,"small","Sol Lida","2010"
"Delphia","Les",144,4523,"Stock",2013-10-20,"small","Delphia Les","2013"
"Delphia","Les",144,4424,"Stock",2018-06-25,"small","Delphia Les","2018"
"Kennedy","Autumn",145,1417,"Recurring Gift",2011-03-01,"small","Kennedy Autumn","2011"
"Kennedy","Autumn",145,3443,"Recurring Gift",2010-09-10,"small","Kennedy Autumn","2010"
"Kennedy","Autumn",145,97827,"Stock",2015-10-16,"medium","Kennedy Autumn","2015"
"Dominick","Leona",146,1282,"Recurring Gift",2017-03-13,"small","Dominick Leona","2017"
"Dominick","Leona",146,361,"Stock",2018-04-18,"small","Dominick Leona","2018"
"Carleen","Odie",147,180,"Cash",2018-05-24,"small","Carleen Odie","2018"
"Haskell","Terese",148,71632,"Cash",2008-07-27,"medium","Haskell Terese","2008"
"Rosario","Maggie",149,2504,"Cash",2011-05-15,"small","Rosario Maggie","2011"
"Rosario","Maggie",149,1869,"Stock",2017-01-20,"small","Rosario Maggie","2017"
"Rosario","Maggie",149,4895,"Stock",2011-03-07,"small","Rosario Maggie","2011"
"Mikala","Cara",150,1417,"Recurring Gift",2010-06-11,"small","Mikala Cara","2010"
"Jordan","Mathilde",151,3081,"Cash",2009-12-01,"small","Jordan Mathilde","2009"
"Davon","Franz",152,2489,"Recurring Gift",2010-05-11,"small","Davon Franz","2010"
"Davon","Franz",152,1489,"Cash",2010-06-08,"small","Davon Franz","2010"
"Davon","Franz",152,440,"Cash",2015-01-14,"small","Davon Franz","2015"
"Davon","Franz",152,3942,"Recurring Gift",2010-01-24,"small","Davon Franz","2010"
"Roxann","Rosann",153,2890,"Cash",2008-10-05,"small","Roxann Rosann","2008"
"Janet","Linwood",154,2073,"Cash",2009-09-30,"small","Janet Linwood","2009"
"Janet","Linwood",154,2233,"Cash",2015-07-20,"small","Janet Linwood","2015"
"Norbert","Erika",155,1263,"Cash",2008-08-07,"small","Norbert Erika","2008"
"Norbert","Erika",155,4460,"Recurring Gift",2013-07-04,"small","Norbert Erika","2013"
"Brian","Teodoro",156,2596,"Stock",2010-05-11,"small","Brian Teodoro","2010"
"Brian","Teodoro",156,4359,"Recurring Gift",2013-10-11,"small","Brian Teodoro","2013"
"Brian","Teodoro",156,4664,"Stock",2016-11-02,"small","Brian Teodoro","2016"
"Lesley","China",157,NA,NA,NA,NA,"Lesley China",NA
"Herbert","Joelle",158,1077,"Recurring Gift",2017-12-17,"small","Herbert Joelle","2017"
"Herbert","Joelle",158,3153,"Cash",2008-08-18,"small","Herbert Joelle","2008"
"Alena","Nolan",159,4937,"Recurring Gift",2011-12-28,"small","Alena Nolan","2011"
"Alena","Nolan",159,403,"Stock",2013-06-19,"small","Alena Nolan","2013"
"Alena","Nolan",159,1248,"Recurring Gift",2011-11-12,"small","Alena Nolan","2011"
"Alena","Nolan",159,3045,"Recurring Gift",2009-05-04,"small","Alena Nolan","2009"
"Alena","Nolan",159,3584,"Cash",2010-09-24,"small","Alena Nolan","2010"
"Alena","Nolan",159,3592,"Cash",2018-06-10,"small","Alena Nolan","2018"
"Mossie","Tate",160,628,"Cash",2009-05-25,"small","Mossie Tate","2009"
"Mossie","Tate",160,3362,"Cash",2017-10-26,"small","Mossie Tate","2017"
"Deshawn","Gust",161,590,"Cash",2017-03-13,"small","Deshawn Gust","2017"
"Deshawn","Gust",161,2464,"Cash",2012-04-29,"small","Deshawn Gust","2012"
"Deshawn","Gust",161,1029,"Cash",2018-11-28,"small","Deshawn Gust","2018"
"Deshawn","Gust",161,4638,"Recurring Gift",2015-08-10,"small","Deshawn Gust","2015"
"Deshawn","Gust",161,1726,"Cash",2011-01-16,"small","Deshawn Gust","2011"
"Trudie","Reva",162,1992,"Cash",2012-01-27,"small","Trudie Reva","2012"
"Trudie","Reva",162,3015,"Recurring Gift",2014-01-22,"small","Trudie Reva","2014"
"Trudie","Reva",162,4346,"Stock",2018-08-12,"small","Trudie Reva","2018"
"Trudie","Reva",162,4753,"Stock",2008-11-07,"small","Trudie Reva","2008"
"Trudie","Reva",162,52667,"Stock",2009-05-31,"medium","Trudie Reva","2009"
"Rashad","Lolita",163,NA,NA,NA,NA,"Rashad Lolita",NA
"Hollie","Erick",164,NA,NA,NA,NA,"Hollie Erick",NA
"Mackenzie","Hannah",165,3133,"Stock",2011-04-30,"small","Mackenzie Hannah","2011"
"Mackenzie","Hannah",165,2567,"Stock",2018-10-15,"small","Mackenzie Hannah","2018"
"Mackenzie","Hannah",165,2694,"Recurring Gift",2016-03-25,"small","Mackenzie Hannah","2016"
"Mackenzie","Hannah",165,4226,"Recurring Gift",2018-06-01,"small","Mackenzie Hannah","2018"
"Vance","Donta",166,4260,"Cash",2016-06-06,"small","Vance Donta","2016"
"Vance","Donta",166,2299,"Stock",2009-03-20,"small","Vance Donta","2009"
"Maryanne","Eulalia",167,1467,"Recurring Gift",2018-05-24,"small","Maryanne Eulalia","2018"
"Maryanne","Eulalia",167,54388,"Stock",2008-08-22,"medium","Maryanne Eulalia","2008"
"Neftali","Alana",168,1454,"Stock",2015-02-01,"small","Neftali Alana","2015"
"Neftali","Alana",168,1290,"Cash",2018-02-25,"small","Neftali Alana","2018"
"Neftali","Alana",168,49200,"Recurring Gift",2015-04-01,"medium","Neftali Alana","2015"
"Kyle","Kobe",169,3853,"Cash",2009-11-01,"small","Kyle Kobe","2009"
"Kyle","Kobe",169,99,"Cash",2015-04-28,"small","Kyle Kobe","2015"
"Kyle","Kobe",169,3173,"Stock",2011-03-11,"small","Kyle Kobe","2011"
"Reilly","Glenda",170,2031,"Stock",2016-01-25,"small","Reilly Glenda","2016"
"Reilly","Glenda",170,1679,"Recurring Gift",2012-02-04,"small","Reilly Glenda","2012"
"Reilly","Glenda",170,3503,"Recurring Gift",2010-12-10,"small","Reilly Glenda","2010"
"Matilda","Ottis",171,4560,"Cash",2018-01-18,"small","Matilda Ottis","2018"
"Cheryle","Dayton",172,4584,"Recurring Gift",2008-11-22,"small","Cheryle Dayton","2008"
"Daphne","Hulda",173,2957,"Recurring Gift",2018-09-04,"small","Daphne Hulda","2018"
"Daphne","Hulda",173,1013,"Recurring Gift",2015-05-18,"small","Daphne Hulda","2015"
"Stacy","Dennis",174,3159,"Cash",2014-05-21,"small","Stacy Dennis","2014"
"Stacy","Dennis",174,4612,"Recurring Gift",2016-11-28,"small","Stacy Dennis","2016"
"Stacy","Dennis",174,114,"Stock",2009-10-20,"small","Stacy Dennis","2009"
"Domenick","Dorothea",175,1691,"Recurring Gift",2013-12-21,"small","Domenick Dorothea","2013"
"Domenick","Dorothea",175,3683,"Cash",2018-03-11,"small","Domenick Dorothea","2018"
"Justo","Cydney",176,2016,"Recurring Gift",2008-11-07,"small","Justo Cydney","2008"
"Justo","Cydney",176,1506,"Stock",2014-07-17,"small","Justo Cydney","2014"
"Carter","Magdalena",177,4540,"Cash",2012-03-14,"small","Carter Magdalena","2012"
"Carter","Magdalena",177,4908,"Stock",2012-10-23,"small","Carter Magdalena","2012"
"Carter","Magdalena",177,409,"Recurring Gift",2012-03-24,"small","Carter Magdalena","2012"
"Carter","Magdalena",177,3505,"Cash",2018-11-18,"medium","Carter Magdalena","2018"
"Carmela","Domenico",178,4649,"Recurring Gift",2011-03-11,"small","Carmela Domenico","2011"
"Carmela","Domenico",178,3836,"Recurring Gift",2013-01-21,"small","Carmela Domenico","2013"
"Freida","Mable",179,4217,"Cash",2010-10-06,"small","Freida Mable","2010"
"Freida","Mable",179,1558,"Recurring Gift",2010-02-26,"small","Freida Mable","2010"
"Darrel","Daisy",180,4683,"Cash",2017-12-17,"small","Darrel Daisy","2017"
"Manuela","Maxwell",181,4621,"Cash",2009-07-19,"small","Manuela Maxwell","2009"
"Darline","Casie",182,2314,"Recurring Gift",2013-04-20,"small","Darline Casie","2013"
"Darline","Casie",182,3417,"Recurring Gift",2016-03-27,"small","Darline Casie","2016"
"Tamera","Sheldon",183,650,"Recurring Gift",2011-06-08,"small","Tamera Sheldon","2011"
"Latricia","Noreen",184,528,"Cash",2010-10-10,"small","Latricia Noreen","2010"
"Latricia","Noreen",184,3182,"Cash",2013-03-12,"small","Latricia Noreen","2013"
"Latricia","Noreen",184,2775,"Cash",2013-09-16,"small","Latricia Noreen","2013"
"Latricia","Noreen",184,4009,"Cash",2013-02-14,"small","Latricia Noreen","2013"
"Latricia","Noreen",184,4350,"Stock",2015-08-18,"small","Latricia Noreen","2015"
"Tayler","Melissa",185,4005,"Recurring Gift",2009-05-10,"small","Tayler Melissa","2009"
"Tayler","Melissa",185,98496,"Pledge",2012-06-06,"medium","Tayler Melissa","2012"
"Laureen","Lacy",186,2406,"Stock",2012-05-02,"small","Laureen Lacy","2012"
"Laureen","Lacy",186,59263,"Pledge",2016-04-15,"medium","Laureen Lacy","2016"
"Laureen","Lacy",186,19143,"Stock",2014-06-13,"medium","Laureen Lacy","2014"
"Laureen","Lacy",186,15077,"Cash",2014-05-01,"medium","Laureen Lacy","2014"
"Jeannie","Kamron",187,2950,"Stock",2016-01-03,"small","Jeannie Kamron","2016"
"Jeannie","Kamron",187,2378,"Stock",2015-11-07,"small","Jeannie Kamron","2015"
"Jeannie","Kamron",187,1941,"Stock",2009-05-02,"small","Jeannie Kamron","2009"
"Jeannie","Kamron",187,3969,"Stock",2017-06-22,"small","Jeannie Kamron","2017"
"Jeannie","Kamron",187,952,"Stock",2017-12-17,"small","Jeannie Kamron","2017"
"Jeannie","Kamron",187,89098,"Cash",2016-02-01,"medium","Jeannie Kamron","2016"
"Stevie","Leilani",188,3377,"Cash",2016-08-21,"small","Stevie Leilani","2016"
"Stevie","Leilani",188,3529,"Cash",2018-01-16,"small","Stevie Leilani","2018"
"Ricardo","Zita",189,4349,"Stock",2018-08-18,"small","Ricardo Zita","2018"
"Ricardo","Zita",189,4155,"Recurring Gift",2013-04-18,"small","Ricardo Zita","2013"
"Ricardo","Zita",189,1550,"Cash",2008-11-07,"small","Ricardo Zita","2008"
"Ricardo","Zita",189,3601,"Cash",2015-06-18,"small","Ricardo Zita","2015"
"Gregorio","Marcy",190,3105,"Recurring Gift",2013-12-30,"small","Gregorio Marcy","2013"
"Gregorio","Marcy",190,3089,"Cash",2012-09-02,"small","Gregorio Marcy","2012"
"Gregorio","Marcy",190,4815,"Cash",2014-04-20,"small","Gregorio Marcy","2014"
"Gregorio","Marcy",190,6486,"Stock",2011-03-17,"medium","Gregorio Marcy","2011"
"Carol","Lettie",191,3146,"Recurring Gift",2012-08-08,"small","Carol Lettie","2012"
"Carol","Lettie",191,4268,"Stock",2008-10-06,"small","Carol Lettie","2008"
"Melville","Daisha",192,4907,"Cash",2009-05-27,"small","Melville Daisha","2009"
"Melville","Daisha",192,1205,"Cash",2017-08-02,"small","Melville Daisha","2017"
"Melville","Daisha",192,3116,"Recurring Gift",2015-02-14,"small","Melville Daisha","2015"
"Tania","Alba",193,1114,"Recurring Gift",2008-11-28,"small","Tania Alba","2008"
"Tania","Alba",193,1995,"Cash",2010-10-23,"small","Tania Alba","2010"
"Oneal","Krista",194,4409,"Recurring Gift",2017-06-15,"small","Oneal Krista","2017"
"Loriann","Danyelle",195,2501,"Cash",2011-02-01,"small","Loriann Danyelle","2011"
"Dusty","Isabela",196,NA,NA,NA,NA,"Dusty Isabela",NA
"Twila","Marques",197,448,"Stock",2017-09-24,"small","Twila Marques","2017"
"Jeremie","Caterina",198,2306,"Recurring Gift",2013-05-08,"small","Jeremie Caterina","2013"
"Jeremie","Caterina",198,2008,"Recurring Gift",2011-09-02,"small","Jeremie Caterina","2011"
"Jeremie","Caterina",198,4722,"Recurring Gift",2016-11-29,"small","Jeremie Caterina","2016"
"Pershing","Georgie",199,1958,"Stock",2016-01-02,"small","Pershing Georgie","2016"
"Pershing","Georgie",199,4587,"Stock",2009-05-06,"small","Pershing Georgie","2009"
"Pershing","Georgie",199,1942,"Cash",2017-12-07,"small","Pershing Georgie","2017"
"Rose","Reba",200,4317,"Stock",2010-03-30,"small","Rose Reba","2010"
"Rose","Reba",200,3669,"Cash",2014-05-31,"small","Rose Reba","2014"
"Josephine","Essence",201,250,"Cash",2017-09-14,"small","Josephine Essence","2017"
"Randolph","Joyce",202,4064,"Cash",2012-04-03,"small","Randolph Joyce","2012"
"Katharina","Carmela",203,3674,"Recurring Gift",2016-02-29,"small","Katharina Carmela","2016"
"Katharina","Carmela",203,3241,"Recurring Gift",2016-10-18,"small","Katharina Carmela","2016"
"Katharina","Carmela",203,4371,"Cash",2010-11-05,"small","Katharina Carmela","2010"
"Katharina","Carmela",203,1179,"Stock",2010-10-15,"small","Katharina Carmela","2010"
"Katharina","Carmela",203,684,"Stock",2015-06-04,"small","Katharina Carmela","2015"
"Katharina","Carmela",203,41538,"Cash",2016-11-26,"medium","Katharina Carmela","2016"
"Glenda","Russel",204,3964,"Recurring Gift",2013-08-30,"small","Glenda Russel","2013"
"Glenda","Russel",204,3598,"Stock",2017-06-30,"small","Glenda Russel","2017"
"Glenda","Russel",204,3460,"Cash",2014-11-09,"small","Glenda Russel","2014"
"Jennifer","Delilah",205,4898,"Cash",2013-02-15,"small","Jennifer Delilah","2013"
"Jennifer","Delilah",205,1630,"Stock",2010-01-01,"small","Jennifer Delilah","2010"
"Jennifer","Delilah",205,3107,"Recurring Gift",2013-08-08,"small","Jennifer Delilah","2013"
"Jennifer","Delilah",205,709,"Stock",2011-10-14,"small","Jennifer Delilah","2011"
"Ruby","Jeramy",206,652,"Stock",2010-09-04,"small","Ruby Jeramy","2010"
"Ruby","Jeramy",206,2844,"Recurring Gift",2018-11-18,"small","Ruby Jeramy","2018"
"Whitley","Van",207,NA,NA,NA,NA,"Whitley Van",NA
"Marisa","Lempi",208,1715,"Cash",2012-10-11,"small","Marisa Lempi","2012"
"Marisa","Lempi",208,1239,"Recurring Gift",2011-02-13,"small","Marisa Lempi","2011"
"Herta","Patrica",209,2303,"Recurring Gift",2013-03-03,"small","Herta Patrica","2013"
"Emilio","Kristoffer",210,4305,"Recurring Gift",2016-09-16,"small","Emilio Kristoffer","2016"
"Emilio","Kristoffer",210,4382,"Cash",2014-01-10,"small","Emilio Kristoffer","2014"
"Emilio","Kristoffer",210,4101,"Stock",2017-06-13,"small","Emilio Kristoffer","2017"
"Herminio","Tracy",211,1014,"Recurring Gift",2017-05-12,"small","Herminio Tracy","2017"
"Rosetta","Lazaro",212,4615,"Stock",2015-04-19,"small","Rosetta Lazaro","2015"
"Rosetta","Lazaro",212,2343,"Cash",2011-09-14,"small","Rosetta Lazaro","2011"
"Savannah","Jarrell",213,NA,NA,NA,NA,"Savannah Jarrell",NA
"Emory","Paris",214,4352,"Recurring Gift",2014-01-02,"small","Emory Paris","2014"
"Davis","Kalen",215,2000,"Recurring Gift",2011-06-24,"small","Davis Kalen","2011"
"Davis","Kalen",215,1401,"Stock",2018-02-17,"small","Davis Kalen","2018"
"Davis","Kalen",215,2795,"Recurring Gift",2010-12-30,"small","Davis Kalen","2010"
"Davis","Kalen",215,964,"Cash",2011-04-24,"small","Davis Kalen","2011"
"Davis","Kalen",215,29549,"Pledge",2011-01-10,"medium","Davis Kalen","2011"
"Shakira","King",216,NA,NA,NA,NA,"Shakira King",NA
"Suzann","Willie",217,1315,"Recurring Gift",2015-11-03,"small","Suzann Willie","2015"
"Suzann","Willie",217,221,"Cash",2017-07-06,"small","Suzann Willie","2017"
"Eura","Joe",218,4802,"Cash",2014-03-21,"small","Eura Joe","2014"
"Debby","Guiseppe",219,60330,"Stock",2014-03-19,"medium","Debby Guiseppe","2014"
"Patrica","Hannah",220,4821,"Stock",2015-06-19,"small","Patrica Hannah","2015"
"Patrica","Hannah",220,577,"Recurring Gift",2011-11-02,"small","Patrica Hannah","2011"
"Marcellus","Verl",221,3873,"Recurring Gift",2010-02-03,"small","Marcellus Verl","2010"
"Marcellus","Verl",221,2750,"Stock",2012-10-01,"small","Marcellus Verl","2012"
"Marcellus","Verl",221,3625,"Cash",2008-12-26,"small","Marcellus Verl","2008"
"Marcellus","Verl",221,3129,"Stock",2017-07-07,"small","Marcellus Verl","2017"
"Marta","Dalia",222,NA,NA,NA,NA,"Marta Dalia",NA
"Verdie","Hoover",223,3414,"Stock",2010-12-04,"small","Verdie Hoover","2010"
"Verdie","Hoover",223,3705,"Recurring Gift",2015-10-21,"small","Verdie Hoover","2015"
"Verdie","Hoover",223,2201,"Cash",2016-01-02,"small","Verdie Hoover","2016"
"Lynn","Jomar",224,4870,"Recurring Gift",2008-09-27,"small","Lynn Jomar","2008"
"Lynn","Jomar",224,3169,"Cash",2018-09-25,"small","Lynn Jomar","2018"
"Frank","Johathan",225,4098,"Stock",2010-01-04,"small","Frank Johathan","2010"
"Frank","Johathan",225,2024,"Cash",2018-10-30,"small","Frank Johathan","2018"
"Eloisa","Tyrell",226,905,"Cash",2010-01-22,"small","Eloisa Tyrell","2010"
"Eloisa","Tyrell",226,338,"Stock",2015-09-30,"small","Eloisa Tyrell","2015"
"Eloisa","Tyrell",226,1887,"Recurring Gift",2011-03-13,"small","Eloisa Tyrell","2011"
"Chiquita","Chelsea",227,NA,NA,NA,NA,"Chiquita Chelsea",NA
"Dell","Marci",228,4216,"Recurring Gift",2012-02-09,"small","Dell Marci","2012"
"Dell","Marci",228,3441,"Recurring Gift",2016-09-07,"small","Dell Marci","2016"
"Dell","Marci",228,2215,"Stock",2018-03-30,"small","Dell Marci","2018"
"Dell","Marci",228,4123,"Cash",2011-11-01,"small","Dell Marci","2011"
"Dell","Marci",228,1298,"Recurring Gift",2010-02-17,"small","Dell Marci","2010"
"Dell","Marci",228,810,"Recurring Gift",2010-02-07,"small","Dell Marci","2010"
"Dell","Marci",228,2770,"Cash",2017-01-09,"small","Dell Marci","2017"
"Kadin","Kay",229,1695042,"Cash",2015-07-08,"big","Kadin Kay","2015"
"Kadin","Kay",229,3252,"Recurring Gift",2014-07-31,"small","Kadin Kay","2014"
"Shameka","Cristian",230,4946,"Cash",2014-04-27,"small","Shameka Cristian","2014"
"Shameka","Cristian",230,61977,"Recurring Gift",2016-01-13,"medium","Shameka Cristian","2016"
"Maurice","Mckinley",231,1782,"Cash",2008-12-07,"small","Maurice Mckinley","2008"
"Maurice","Mckinley",231,956,"Stock",2013-06-23,"small","Maurice Mckinley","2013"
"Maurice","Mckinley",231,1240,"Recurring Gift",2012-09-30,"small","Maurice Mckinley","2012"
"Maurice","Mckinley",231,3548,"Recurring Gift",2016-09-07,"small","Maurice Mckinley","2016"
"Chantel","Edmund",232,NA,NA,NA,NA,"Chantel Edmund",NA
"Rosella","Kylee",233,NA,NA,NA,NA,"Rosella Kylee",NA
"Andres","Freida",234,2727,"Cash",2015-08-07,"small","Andres Freida","2015"
"Angelita","Tyrell",235,7936,"Recurring Gift",2017-04-15,"medium","Angelita Tyrell","2017"
"Helen","Gabriela",236,NA,NA,NA,NA,"Helen Gabriela",NA
"Gary","Finley",237,2222,"Recurring Gift",2017-11-29,"small","Gary Finley","2017"
"Gary","Finley",237,50557,"Pledge",2016-11-19,"medium","Gary Finley","2016"
"Vinnie","Jaquan",238,4487,"Recurring Gift",2012-10-25,"small","Vinnie Jaquan","2012"
"Vinnie","Jaquan",238,166,"Cash",2015-08-07,"small","Vinnie Jaquan","2015"
"Glen","Cecil",239,1407,"Cash",2016-05-30,"small","Glen Cecil","2016"
"Glen","Cecil",239,254,"Cash",2017-12-10,"small","Glen Cecil","2017"
"Glen","Cecil",239,231,"Cash",2010-11-30,"medium","Glen Cecil","2010"
"Doris","Dianna",240,NA,NA,NA,NA,"Doris Dianna",NA
"Florence","Erwin",241,4283,"Cash",2015-11-14,"small","Florence Erwin","2015"
"Andre","Amie",242,2901,"Cash",2011-04-12,"small","Andre Amie","2011"
"Andre","Amie",242,296,"Stock",2012-02-08,"small","Andre Amie","2012"
"Juliet","Arielle",243,2325,"Cash",2018-10-15,"small","Juliet Arielle","2018"
"Florencio","Joe",244,578,"Stock",2017-11-24,"small","Florencio Joe","2017"
"Florencio","Joe",244,1362,"Recurring Gift",2013-05-17,"small","Florencio Joe","2013"
"Florencio","Joe",244,844,"Stock",2011-11-22,"small","Florencio Joe","2011"
"Lempi","Keely",245,3302,"Stock",2011-07-07,"small","Lempi Keely","2011"
"Lempi","Keely",245,2508,"Cash",2009-03-20,"small","Lempi Keely","2009"
"Alison","Angela",246,456,"Cash",2017-09-28,"small","Alison Angela","2017"
"Alison","Angela",246,1485,"Recurring Gift",2010-03-22,"small","Alison Angela","2010"
"Alison","Angela",246,1644,"Recurring Gift",2018-04-05,"small","Alison Angela","2018"
